origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
KEN,False,True,ZWE,False,False,REF,m,0-4,0,4,0,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,m,5-11,5,11,0,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,m,12-17,12,17,0,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,m,18-59,18,59,7,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,m,60+,60,None,0,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,m,all,None,None,7,2003-01-01,2003-12-31
KEN,False,True,ZWE,False,False,REF,all,all,None,None,7,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,0-4,0,4,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,5-11,5,11,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,12-17,12,17,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,18-59,18,59,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,f,all,None,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,0-4,0,4,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,5-11,5,11,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,12-17,12,17,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,18-59,18,59,6,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,m,all,None,None,6,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,ASY,all,all,None,None,6,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,0-4,0,4,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,5-11,5,11,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,12-17,12,17,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,18-59,18,59,7,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,60+,60,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,f,all,None,None,7,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,0-4,0,4,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,5-11,5,11,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,12-17,12,17,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,18-59,18,59,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,60+,60,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,m,all,None,None,0,2003-01-01,2003-12-31
LBR,False,False,KEN,False,True,REF,all,all,None,None,7,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,0-4,0,4,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,5-11,5,11,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,12-17,12,17,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,18-59,18,59,5,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,f,all,None,None,5,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,0-4,0,4,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,5-11,5,11,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,12-17,12,17,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,18-59,18,59,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,m,all,None,None,0,2003-01-01,2003-12-31
NAM,False,False,KEN,False,True,ASY,all,all,None,None,5,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,0-4,0,4,16,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,5-11,5,11,16,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,12-17,12,17,14,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,18-59,18,59,58,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,f,all,None,None,104,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,0-4,0,4,17,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,5-11,5,11,20,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,12-17,12,17,17,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,18-59,18,59,77,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,m,all,None,None,131,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,ASY,all,all,None,None,272,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,0-4,0,4,122,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,5-11,5,11,121,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,12-17,12,17,104,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,18-59,18,59,435,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,60+,60,None,5,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,f,all,None,None,787,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,0-4,0,4,164,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,5-11,5,11,252,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,12-17,12,17,215,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,18-59,18,59,1094,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,60+,60,None,8,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,m,all,None,None,1733,2003-01-01,2003-12-31
RWA,False,False,KEN,False,True,REF,all,all,None,None,2520,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,0-4,0,4,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,5-11,5,11,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,12-17,12,17,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,18-59,18,59,13,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,f,all,None,None,13,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,0-4,0,4,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,5-11,5,11,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,12-17,12,17,6,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,18-59,18,59,13,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,m,all,None,None,19,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,ASY,all,all,None,None,32,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,0-4,0,4,3667,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,5-11,5,11,4911,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,12-17,12,17,4210,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,18-59,18,59,11315,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,60+,60,None,473,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,f,all,None,None,24576,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,0-4,0,4,4166,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,5-11,5,11,7486,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,12-17,12,17,6416,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,18-59,18,59,20217,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,60+,60,None,336,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,m,all,None,None,38621,2003-01-01,2003-12-31
SDN,True,True,KEN,False,True,REF,all,all,None,None,63197,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,0-4,0,4,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,5-11,5,11,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,12-17,12,17,5,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,18-59,18,59,11,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,f,all,None,None,16,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,0-4,0,4,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,5-11,5,11,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,12-17,12,17,5,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,18-59,18,59,24,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,m,all,None,None,29,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,ASY,all,all,None,None,45,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,0-4,0,4,11526,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,5-11,5,11,13619,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,12-17,12,17,11672,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,18-59,18,59,36584,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,60+,60,None,1752,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,f,all,None,None,75153,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,0-4,0,4,12377,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,5-11,5,11,15578,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,12-17,12,17,13352,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,18-59,18,59,35707,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,60+,60,None,2105,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,m,all,None,None,79119,2003-01-01,2003-12-31
SOM,True,True,KEN,False,True,REF,all,all,None,None,154272,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,0-4,0,4,30,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,5-11,5,11,15,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,12-17,12,17,13,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,18-59,18,59,98,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,60+,60,None,0,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,f,all,None,None,156,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,0-4,0,4,18,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,5-11,5,11,19,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,12-17,12,17,17,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,18-59,18,59,127,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,60+,60,None,0,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,m,all,None,None,181,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,ASY,all,all,None,None,370,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,0-4,0,4,394,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,5-11,5,11,346,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,12-17,12,17,296,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,18-59,18,59,836,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,60+,60,None,0,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,f,all,None,None,1872,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,0-4,0,4,319,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,5-11,5,11,370,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,12-17,12,17,317,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,18-59,18,59,1550,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,60+,60,None,10,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,m,all,None,None,2566,2003-01-01,2003-12-31
UGA,False,True,KEN,False,True,REF,all,all,None,None,4438,2003-01-01,2003-12-31
BDI,False,False,KEN,False,True,ASY,f,0-4,0,4,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,f,5-11,5,11,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,f,12-17,12,17,8,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,f,18-59,18,59,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,f,all,None,None,8,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,0-4,0,4,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,5-11,5,11,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,12-17,12,17,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,18-59,18,59,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,60+,60,None,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,m,all,None,None,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,ASY,all,all,None,None,8,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,0-4,0,4,92,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,5-11,5,11,113,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,12-17,12,17,98,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,18-59,18,59,161,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,60+,60,None,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,f,all,None,None,464,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,0-4,0,4,21,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,5-11,5,11,74,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,12-17,12,17,63,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,18-59,18,59,160,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,60+,60,None,0,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,m,all,None,None,318,2004-01-01,2004-12-31
BDI,False,False,KEN,False,True,REF,all,all,None,None,782,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,0-4,0,4,30,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,5-11,5,11,65,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,12-17,12,17,53,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,18-59,18,59,78,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,f,all,None,None,226,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,0-4,0,4,30,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,5-11,5,11,92,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,12-17,12,17,74,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,18-59,18,59,150,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,60+,60,None,0,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,m,all,None,None,346,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,ASY,all,all,None,None,580,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,0-4,0,4,105,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,5-11,5,11,287,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,12-17,12,17,247,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,18-59,18,59,303,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,60+,60,None,5,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,f,all,None,None,947,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,0-4,0,4,125,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,5-11,5,11,418,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,12-17,12,17,357,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,18-59,18,59,510,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,60+,60,None,10,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,m,all,None,None,1420,2004-01-01,2004-12-31
COD,True,True,KEN,False,True,REF,all,all,None,None,2367,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,0-4,0,4,0,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,5-11,5,11,18,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,12-17,12,17,14,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,18-59,18,59,10,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,f,all,None,None,42,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,0-4,0,4,0,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,5-11,5,11,35,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,12-17,12,17,27,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,18-59,18,59,14,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,60+,60,None,5,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,m,all,None,None,81,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,ASY,all,all,None,None,123,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,0-4,0,4,0,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,5-11,5,11,58,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,12-17,12,17,49,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,18-59,18,59,47,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,60+,60,None,0,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,f,all,None,None,154,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,0-4,0,4,10,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,5-11,5,11,103,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,12-17,12,17,93,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,18-59,18,59,90,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,60+,60,None,11,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,m,all,None,None,307,2004-01-01,2004-12-31
ERI,False,False,KEN,False,True,REF,all,all,None,None,461,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,0-4,0,4,94,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,5-11,5,11,109,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,12-17,12,17,95,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,18-59,18,59,657,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,60+,60,None,5,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,f,all,None,None,960,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,0-4,0,4,121,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,5-11,5,11,521,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,12-17,12,17,447,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,18-59,18,59,698,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,60+,60,None,11,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,m,all,None,None,1798,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,ASY,all,all,None,None,3510,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,0-4,0,4,398,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,5-11,5,11,1425,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,12-17,12,17,1223,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,18-59,18,59,1400,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,60+,60,None,31,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,f,all,None,None,4477,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,0-4,0,4,518,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,5-11,5,11,2571,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,12-17,12,17,2202,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,18-59,18,59,2749,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,60+,60,None,78,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,m,all,None,None,8118,2004-01-01,2004-12-31
ETH,False,True,KEN,False,True,REF,all,all,None,None,12595,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,f,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,m,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,ASY,all,all,None,None,7,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,f,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,m,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,AUS,False,False,REF,all,all,None,None,589,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,f,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,18-59,18,59,5,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,m,all,None,None,5,2004-01-01,2004-12-31
KEN,False,True,BRA,False,True,ASY,all,all,None,None,5,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,f,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,12-17,12,17,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,18-59,18,59,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,60+,60,None,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,m,all,None,None,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,ASY,all,all,None,None,5,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,REF,f,0-4,0,4,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,REF,f,5-11,5,11,0,2004-01-01,2004-12-31
KEN,False,True,BWA,False,False,REF,f,12-17,12,17,0,2004-01-01,2004-12-31
